PERMNO,date,TICKER,COMNAM,PRC
10333,09/14/1987,XOMA,XOMA CORP,20.25000
10333,09/15/1987,XOMA,XOMA CORP,20.25000
10333,09/16/1987,XOMA,XOMA CORP,20.00000
10333,09/17/1987,XOMA,XOMA CORP,20.25000
10333,09/18/1987,XOMA,XOMA CORP,19.75000
10333,09/21/1987,XOMA,XOMA CORP,19.00000
10333,09/22/1987,XOMA,XOMA CORP,19.00000
10333,09/23/1987,XOMA,XOMA CORP,18.50000
10333,09/24/1987,XOMA,XOMA CORP,18.50000
10333,09/25/1987,XOMA,XOMA CORP,18.75000
10333,09/28/1987,XOMA,XOMA CORP,19.00000
10333,09/29/1987,XOMA,XOMA CORP,18.50000
10333,09/30/1987,XOMA,XOMA CORP,18.75000
10333,10/01/1987,XOMA,XOMA CORP,20.00000
10333,10/02/1987,XOMA,XOMA CORP,20.00000
10333,10/05/1987,XOMA,XOMA CORP,20.50000
10333,10/06/1987,XOMA,XOMA CORP,19.75000
10333,10/07/1987,XOMA,XOMA CORP,19.50000
10333,10/08/1987,XOMA,XOMA CORP,18.50000
10333,10/09/1987,XOMA,XOMA CORP,18.00000
10333,10/12/1987,XOMA,XOMA CORP,17.75000
10333,10/13/1987,XOMA,XOMA CORP,17.75000
10333,10/14/1987,XOMA,XOMA CORP,16.50000
10333,10/15/1987,XOMA,XOMA CORP,16.00000
10333,10/16/1987,XOMA,XOMA CORP,15.00000
10333,10/19/1987,XOMA,XOMA CORP,11.25000
10333,10/20/1987,XOMA,XOMA CORP,10.00000
10333,10/21/1987,XOMA,XOMA CORP,11.00000
10333,10/22/1987,XOMA,XOMA CORP,10.75000
10333,10/23/1987,XOMA,XOMA CORP,9.50000
10333,10/26/1987,XOMA,XOMA CORP,7.50000
10333,10/27/1987,XOMA,XOMA CORP,8.00000
10333,10/28/1987,XOMA,XOMA CORP,8.00000
10333,10/29/1987,XOMA,XOMA CORP,10.00000
10333,10/30/1987,XOMA,XOMA CORP,12.00000
10333,11/02/1987,XOMA,XOMA CORP,13.12500
10333,11/03/1987,XOMA,XOMA CORP,12.25000
10333,11/04/1987,XOMA,XOMA CORP,12.50000
10333,11/05/1987,XOMA,XOMA CORP,12.25000
10333,11/06/1987,XOMA,XOMA CORP,12.00000
10333,11/09/1987,XOMA,XOMA CORP,11.50000
10333,11/10/1987,XOMA,XOMA CORP,10.50000
10333,11/11/1987,XOMA,XOMA CORP,11.25000
10333,11/12/1987,XOMA,XOMA CORP,11.75000
10333,11/13/1987,XOMA,XOMA CORP,12.00000
10333,11/16/1987,XOMA,XOMA CORP,11.75000
10333,11/17/1987,XOMA,XOMA CORP,10.75000
10333,11/18/1987,XOMA,XOMA CORP,10.75000
10333,11/19/1987,XOMA,XOMA CORP,10.87500
10333,11/20/1987,XOMA,XOMA CORP,11.00000
10333,11/23/1987,XOMA,XOMA CORP,11.25000
10333,11/24/1987,XOMA,XOMA CORP,11.00000
10333,11/25/1987,XOMA,XOMA CORP,11.00000
10333,11/27/1987,XOMA,XOMA CORP,10.75000
10333,11/30/1987,XOMA,XOMA CORP,9.75000
10333,12/01/1987,XOMA,XOMA CORP,10.50000
10333,12/02/1987,XOMA,XOMA CORP,10.25000
10333,12/03/1987,XOMA,XOMA CORP,9.50000
10333,12/04/1987,XOMA,XOMA CORP,9.50000
10333,12/07/1987,XOMA,XOMA CORP,10.50000
10333,12/08/1987,XOMA,XOMA CORP,10.25000
10333,12/09/1987,XOMA,XOMA CORP,10.50000
10333,12/10/1987,XOMA,XOMA CORP,9.75000
10333,12/11/1987,XOMA,XOMA CORP,10.25000
10333,12/14/1987,XOMA,XOMA CORP,11.00000
10333,12/15/1987,XOMA,XOMA CORP,10.50000
10333,12/16/1987,XOMA,XOMA CORP,11.25000
10333,12/17/1987,XOMA,XOMA CORP,10.25000
10333,12/18/1987,XOMA,XOMA CORP,10.75000
10333,12/21/1987,XOMA,XOMA CORP,11.00000
10333,12/22/1987,XOMA,XOMA CORP,11.25000
10333,12/23/1987,XOMA,XOMA CORP,11.75000
10333,12/24/1987,XOMA,XOMA CORP,12.50000
10333,12/28/1987,XOMA,XOMA CORP,11.50000
10333,12/29/1987,XOMA,XOMA CORP,11.50000
10333,12/30/1987,XOMA,XOMA CORP,11.75000
10333,12/31/1987,XOMA,XOMA CORP,11.75000
10333,01/04/1988,XOMA,XOMA CORP,13.00000
10333,01/05/1988,XOMA,XOMA CORP,13.00000
10333,01/06/1988,XOMA,XOMA CORP,13.00000
10333,01/07/1988,XOMA,XOMA CORP,15.00000
10333,01/08/1988,XOMA,XOMA CORP,12.25000
10333,01/11/1988,XOMA,XOMA CORP,13.50000
10333,01/12/1988,XOMA,XOMA CORP,13.12500
10333,01/13/1988,XOMA,XOMA CORP,12.75000
10333,01/14/1988,XOMA,XOMA CORP,12.50000
10333,01/15/1988,XOMA,XOMA CORP,13.00000
10333,01/18/1988,XOMA,XOMA CORP,12.87500
10333,01/19/1988,XOMA,XOMA CORP,13.00000
10333,01/20/1988,XOMA,XOMA CORP,12.00000
10333,01/21/1988,XOMA,XOMA CORP,12.25000
10333,01/22/1988,XOMA,XOMA CORP,12.25000
10333,01/25/1988,XOMA,XOMA CORP,12.50000
10333,01/26/1988,XOMA,XOMA CORP,12.00000
10333,01/27/1988,XOMA,XOMA CORP,11.75000
10333,01/28/1988,XOMA,XOMA CORP,11.75000
10333,01/29/1988,XOMA,XOMA CORP,11.25000
10333,02/01/1988,XOMA,XOMA CORP,11.25000
10333,02/02/1988,XOMA,XOMA CORP,11.00000
10333,02/03/1988,XOMA,XOMA CORP,11.00000
10333,02/04/1988,XOMA,XOMA CORP,10.50000
10333,02/05/1988,XOMA,XOMA CORP,11.00000
10333,02/08/1988,XOMA,XOMA CORP,11.00000
10333,02/09/1988,XOMA,XOMA CORP,11.00000
10333,02/10/1988,XOMA,XOMA CORP,11.50000
10333,02/11/1988,XOMA,XOMA CORP,11.25000
10333,02/12/1988,XOMA,XOMA CORP,11.50000
10333,02/16/1988,XOMA,XOMA CORP,11.25000
10333,02/17/1988,XOMA,XOMA CORP,10.75000
10333,02/18/1988,XOMA,XOMA CORP,11.50000
10333,02/19/1988,XOMA,XOMA CORP,11.00000
10333,02/22/1988,XOMA,XOMA CORP,11.25000
10333,02/23/1988,XOMA,XOMA CORP,11.37500
10333,02/24/1988,XOMA,XOMA CORP,11.25000
10333,02/25/1988,XOMA,XOMA CORP,11.25000
10333,02/26/1988,XOMA,XOMA CORP,11.50000
10333,02/29/1988,XOMA,XOMA CORP,12.00000
10333,03/01/1988,XOMA,XOMA CORP,12.50000
10333,03/02/1988,XOMA,XOMA CORP,12.75000
10333,03/03/1988,XOMA,XOMA CORP,13.00000
10333,03/04/1988,XOMA,XOMA CORP,13.00000
10333,03/07/1988,XOMA,XOMA CORP,13.00000
10333,03/08/1988,XOMA,XOMA CORP,13.00000
10333,03/09/1988,XOMA,XOMA CORP,13.37500
10333,03/10/1988,XOMA,XOMA CORP,12.87500
10333,03/11/1988,XOMA,XOMA CORP,12.62500
10333,03/14/1988,XOMA,XOMA CORP,12.50000
10333,03/15/1988,XOMA,XOMA CORP,12.25000
10333,03/16/1988,XOMA,XOMA CORP,12.75000
10333,03/17/1988,XOMA,XOMA CORP,12.62500
10333,03/18/1988,XOMA,XOMA CORP,12.25000
10333,03/21/1988,XOMA,XOMA CORP,12.00000
10333,03/22/1988,XOMA,XOMA CORP,11.75000
10333,03/23/1988,XOMA,XOMA CORP,11.75000
10333,03/24/1988,XOMA,XOMA CORP,11.25000
10333,03/25/1988,XOMA,XOMA CORP,11.12500
10333,03/28/1988,XOMA,XOMA CORP,11.25000
10333,03/29/1988,XOMA,XOMA CORP,11.75000
10333,03/30/1988,XOMA,XOMA CORP,11.87500
10333,03/31/1988,XOMA,XOMA CORP,11.75000
10333,04/04/1988,XOMA,XOMA CORP,11.00000
10333,04/05/1988,XOMA,XOMA CORP,10.50000
10333,04/06/1988,XOMA,XOMA CORP,10.75000
10333,04/07/1988,XOMA,XOMA CORP,10.50000
10333,04/08/1988,XOMA,XOMA CORP,10.50000
10333,04/11/1988,XOMA,XOMA CORP,10.25000
10333,04/12/1988,XOMA,XOMA CORP,11.12500
10333,04/13/1988,XOMA,XOMA CORP,11.00000
10333,04/14/1988,XOMA,XOMA CORP,10.50000
10333,04/15/1988,XOMA,XOMA CORP,10.50000
10333,04/18/1988,XOMA,XOMA CORP,10.75000
10333,04/19/1988,XOMA,XOMA CORP,10.75000
10333,04/20/1988,XOMA,XOMA CORP,10.75000
10333,04/21/1988,XOMA,XOMA CORP,10.50000
10333,04/22/1988,XOMA,XOMA CORP,10.75000
10333,04/25/1988,XOMA,XOMA CORP,10.75000
10333,04/26/1988,XOMA,XOMA CORP,10.50000
10333,04/27/1988,XOMA,XOMA CORP,10.50000
10333,04/28/1988,XOMA,XOMA CORP,10.50000
10333,04/29/1988,XOMA,XOMA CORP,10.50000
10333,05/02/1988,XOMA,XOMA CORP,10.00000
10333,05/03/1988,XOMA,XOMA CORP,10.25000
10333,05/04/1988,XOMA,XOMA CORP,10.00000
10333,05/05/1988,XOMA,XOMA CORP,9.50000
10333,05/06/1988,XOMA,XOMA CORP,10.12500
10333,05/09/1988,XOMA,XOMA CORP,9.75000
10333,05/10/1988,XOMA,XOMA CORP,10.00000
10333,05/11/1988,XOMA,XOMA CORP,9.62500
10333,05/12/1988,XOMA,XOMA CORP,9.75000
10333,05/13/1988,XOMA,XOMA CORP,9.50000
10333,05/16/1988,XOMA,XOMA CORP,10.00000
10333,05/17/1988,XOMA,XOMA CORP,10.00000
10333,05/18/1988,XOMA,XOMA CORP,9.75000
10333,05/19/1988,XOMA,XOMA CORP,10.00000
10333,05/20/1988,XOMA,XOMA CORP,9.75000
10333,05/23/1988,XOMA,XOMA CORP,10.00000
10333,05/24/1988,XOMA,XOMA CORP,10.50000
10333,05/25/1988,XOMA,XOMA CORP,10.75000
10333,05/26/1988,XOMA,XOMA CORP,10.75000
10333,05/27/1988,XOMA,XOMA CORP,10.50000
10333,05/31/1988,XOMA,XOMA CORP,10.75000
10333,06/01/1988,XOMA,XOMA CORP,10.75000
10333,06/02/1988,XOMA,XOMA CORP,10.50000
10333,06/03/1988,XOMA,XOMA CORP,10.75000
10333,06/06/1988,XOMA,XOMA CORP,11.25000
10333,06/07/1988,XOMA,XOMA CORP,11.50000
10333,06/08/1988,XOMA,XOMA CORP,12.50000
10333,06/09/1988,XOMA,XOMA CORP,12.50000
10333,06/10/1988,XOMA,XOMA CORP,12.75000
10333,06/13/1988,XOMA,XOMA CORP,12.50000
10333,06/14/1988,XOMA,XOMA CORP,12.25000
10333,06/15/1988,XOMA,XOMA CORP,12.00000
10333,06/16/1988,XOMA,XOMA CORP,11.00000
10333,06/17/1988,XOMA,XOMA CORP,11.50000
10333,06/20/1988,XOMA,XOMA CORP,11.75000
10333,06/21/1988,XOMA,XOMA CORP,12.25000
10333,06/22/1988,XOMA,XOMA CORP,13.25000
10333,06/23/1988,XOMA,XOMA CORP,13.75000
10333,06/24/1988,XOMA,XOMA CORP,13.25000
10333,06/27/1988,XOMA,XOMA CORP,13.00000
10333,06/28/1988,XOMA,XOMA CORP,13.00000
10333,06/29/1988,XOMA,XOMA CORP,13.37500
10333,06/30/1988,XOMA,XOMA CORP,13.25000
10333,07/01/1988,XOMA,XOMA CORP,13.00000
10333,07/05/1988,XOMA,XOMA CORP,12.75000
10333,07/06/1988,XOMA,XOMA CORP,12.75000
10333,07/07/1988,XOMA,XOMA CORP,12.75000
10333,07/08/1988,XOMA,XOMA CORP,13.00000
10333,07/11/1988,XOMA,XOMA CORP,12.50000
10333,07/12/1988,XOMA,XOMA CORP,12.25000
10333,07/13/1988,XOMA,XOMA CORP,12.50000
10333,07/14/1988,XOMA,XOMA CORP,13.00000
10333,07/15/1988,XOMA,XOMA CORP,13.25000
10333,07/18/1988,XOMA,XOMA CORP,13.25000
10333,07/19/1988,XOMA,XOMA CORP,13.25000
10333,07/20/1988,XOMA,XOMA CORP,12.87500
10333,07/21/1988,XOMA,XOMA CORP,13.00000
10333,07/22/1988,XOMA,XOMA CORP,13.25000
10333,07/25/1988,XOMA,XOMA CORP,13.50000
10333,07/26/1988,XOMA,XOMA CORP,13.50000
10333,07/27/1988,XOMA,XOMA CORP,13.50000
10333,07/28/1988,XOMA,XOMA CORP,13.75000
10333,07/29/1988,XOMA,XOMA CORP,13.75000
10333,08/01/1988,XOMA,XOMA CORP,14.00000
10333,08/02/1988,XOMA,XOMA CORP,13.75000
10333,08/03/1988,XOMA,XOMA CORP,13.75000
10333,08/04/1988,XOMA,XOMA CORP,14.75000
10333,08/05/1988,XOMA,XOMA CORP,14.75000
10333,08/08/1988,XOMA,XOMA CORP,14.75000
10333,08/09/1988,XOMA,XOMA CORP,14.25000
10333,08/10/1988,XOMA,XOMA CORP,13.50000
10333,08/11/1988,XOMA,XOMA CORP,14.00000
10333,08/12/1988,XOMA,XOMA CORP,13.75000
10333,08/15/1988,XOMA,XOMA CORP,13.75000
10333,08/16/1988,XOMA,XOMA CORP,13.75000
10333,08/17/1988,XOMA,XOMA CORP,14.00000
10333,08/18/1988,XOMA,XOMA CORP,14.50000
10333,08/19/1988,XOMA,XOMA CORP,14.62500
10333,08/22/1988,XOMA,XOMA CORP,14.25000
10333,08/23/1988,XOMA,XOMA CORP,13.75000
10333,08/24/1988,XOMA,XOMA CORP,13.75000
10333,08/25/1988,XOMA,XOMA CORP,14.25000
10333,08/26/1988,XOMA,XOMA CORP,14.25000
10333,08/29/1988,XOMA,XOMA CORP,14.50000
10333,08/30/1988,XOMA,XOMA CORP,15.00000
10333,08/31/1988,XOMA,XOMA CORP,15.00000
10333,09/01/1988,XOMA,XOMA CORP,15.00000
10333,09/02/1988,XOMA,XOMA CORP,15.25000
10333,09/06/1988,XOMA,XOMA CORP,15.25000
10333,09/07/1988,XOMA,XOMA CORP,15.50000
10333,09/08/1988,XOMA,XOMA CORP,15.12500
10333,09/09/1988,XOMA,XOMA CORP,15.25000
10333,09/12/1988,XOMA,XOMA CORP,14.75000
10333,09/13/1988,XOMA,XOMA CORP,15.00000
10333,09/14/1988,XOMA,XOMA CORP,15.00000
10333,09/15/1988,XOMA,XOMA CORP,14.75000
10333,09/16/1988,XOMA,XOMA CORP,14.75000
10333,09/19/1988,XOMA,XOMA CORP,14.25000
10333,09/20/1988,XOMA,XOMA CORP,15.00000
10333,09/21/1988,XOMA,XOMA CORP,14.75000
10333,09/22/1988,XOMA,XOMA CORP,14.37500
10333,09/23/1988,XOMA,XOMA CORP,14.75000
10333,09/26/1988,XOMA,XOMA CORP,14.75000
10333,09/27/1988,XOMA,XOMA CORP,14.75000
10333,09/28/1988,XOMA,XOMA CORP,14.50000
10333,09/29/1988,XOMA,XOMA CORP,14.50000
10333,09/30/1988,XOMA,XOMA CORP,14.50000
10333,10/03/1988,XOMA,XOMA CORP,14.00000
10333,10/04/1988,XOMA,XOMA CORP,14.00000
10333,10/05/1988,XOMA,XOMA CORP,12.75000
10333,10/06/1988,XOMA,XOMA CORP,13.25000
10333,10/07/1988,XOMA,XOMA CORP,13.75000
10333,10/10/1988,XOMA,XOMA CORP,13.25000
10333,10/11/1988,XOMA,XOMA CORP,13.50000
10333,10/12/1988,XOMA,XOMA CORP,13.25000
10333,10/13/1988,XOMA,XOMA CORP,13.00000
10333,10/14/1988,XOMA,XOMA CORP,13.50000
10333,10/17/1988,XOMA,XOMA CORP,13.75000
10333,10/18/1988,XOMA,XOMA CORP,13.75000
10333,10/19/1988,XOMA,XOMA CORP,13.50000
10333,10/20/1988,XOMA,XOMA CORP,13.75000
10333,10/21/1988,XOMA,XOMA CORP,13.50000
10333,10/24/1988,XOMA,XOMA CORP,13.50000
10333,10/25/1988,XOMA,XOMA CORP,13.50000
10333,10/26/1988,XOMA,XOMA CORP,13.75000
10333,10/27/1988,XOMA,XOMA CORP,13.00000
10333,10/28/1988,XOMA,XOMA CORP,13.00000
10333,10/31/1988,XOMA,XOMA CORP,13.00000
10333,11/01/1988,XOMA,XOMA CORP,12.50000
10333,11/02/1988,XOMA,XOMA CORP,12.25000
10333,11/03/1988,XOMA,XOMA CORP,12.25000
10333,11/04/1988,XOMA,XOMA CORP,11.75000
10333,11/07/1988,XOMA,XOMA CORP,11.50000
10333,11/08/1988,XOMA,XOMA CORP,12.25000
10333,11/09/1988,XOMA,XOMA CORP,12.25000
10333,11/10/1988,XOMA,XOMA CORP,12.50000
10333,11/11/1988,XOMA,XOMA CORP,12.25000
10333,11/14/1988,XOMA,XOMA CORP,12.25000
10333,11/15/1988,XOMA,XOMA CORP,12.50000
10333,11/16/1988,XOMA,XOMA CORP,12.00000
10333,11/17/1988,XOMA,XOMA CORP,11.50000
10333,11/18/1988,XOMA,XOMA CORP,11.37500
10333,11/21/1988,XOMA,XOMA CORP,11.50000
10333,11/22/1988,XOMA,XOMA CORP,11.25000
10333,11/23/1988,XOMA,XOMA CORP,11.50000
10333,11/25/1988,XOMA,XOMA CORP,12.00000
10333,11/28/1988,XOMA,XOMA CORP,12.50000
10333,11/29/1988,XOMA,XOMA CORP,12.50000
10333,11/30/1988,XOMA,XOMA CORP,12.50000
10333,12/01/1988,XOMA,XOMA CORP,12.12500
10333,12/02/1988,XOMA,XOMA CORP,12.25000
10333,12/05/1988,XOMA,XOMA CORP,12.87500
10333,12/06/1988,XOMA,XOMA CORP,13.00000
10333,12/07/1988,XOMA,XOMA CORP,13.00000
10333,12/08/1988,XOMA,XOMA CORP,12.75000
10333,12/09/1988,XOMA,XOMA CORP,12.50000
10333,12/12/1988,XOMA,XOMA CORP,12.50000
10333,12/13/1988,XOMA,XOMA CORP,12.50000
10333,12/14/1988,XOMA,XOMA CORP,12.50000
10333,12/15/1988,XOMA,XOMA CORP,13.00000
10333,12/16/1988,XOMA,XOMA CORP,13.00000
